QA_ID,법률분류,질문,답변,출처유형
QA_0145,개인회생>개인회생절차의면책>면책결정및효력>Ⅱ.개인회생면책결정의효력,"임대인에 대한 개인회생절차 진행 중에 임차주택의 환가가 이루어지지 않아 주택임차인이 환가대금에서 임대차보증금반환채권을 변제받지 못한 채 임대인에 대한 면책결정이 확정되어 개인회생절차가 종료된 경우, 주택임차인의 임대차보증금반환채권에 관하여 면책결정의 효력이 미치는 범위는 어디까지 인가요? ","대법원은 “주택임차인은 구 개인채무자회생법(2005. 3. 31. 법률 제7428호 채무자 회생 및 파산에 관한 법률 부칙 제2조로 폐지, 이하 ‘구 개인채무자회생법’이라 한다) 제46조 제1항 에 의하여 인정된 우선변제권의 한도 내에서는 임대인에 대한 개인회생절차에 의하지 아니하고 자신의 임대차보증금반환채권의 만족을 받을 수 있으므로, 설혹 주택임차인의 임대차보증금반환채권 전액이 개인회생채무자인 임대인이 제출한 개인회생채권자목록에 기재되었더라도, 주택임차인의 임대차보증금반환채권 중 우선변제권이 인정되는 부분을 제외한 나머지 채권액만이 개인회생절차의 구속을 받아 변제계획의 변제대상이 되고 면책결정의 효력이 미치는 개인회생채권자목록에 기재된 개인회생채권에 해당한다. 그렇다면 임대인에 대한 개인회생절차의 진행 중에 임차주택의 환가가 이루어지지 않아 주택임차인이 환가대금에서 임대차보증금반환채권을 변제받지 못한 채 임대인에 대한 면책결정이 확정되어 개인회생절차가 종료되었더라도 특별한 사정이 없는 한 주택임차인의 임대차보증금반환채권 중 구 개인채무자회생법 제46조 제1항 에 의하여 인정된 우선변제권의 한도 내에서는 같은 법 제84조 제2항 단서 제1호 에 따라 면책이 되지 않는 ‘개인회생채권자목록에 기재되지 아니한 청구권’에 해당하여 면책결정의 효력이 미치지 않는다.”고 판시하였습니다(대법원 2017. 1. 12. 선고 2014다32014 판결). 따라서 주택임차인의 임대차보증금반환채권 중 구 개인채무자회생법 제46조 제1항 에 의하여 인정된 우선변제권의 한도 내에서는 면책결정의 효력이 미치지 않습니다.",기본질문답변
QA_0146,개인회생>개인회생절차의면책>면책결정및효력>Ⅱ.개인회생면책결정의효력,주채무자가 면책결정을 받은 경우 보증인의 채무도 면책되는지 여부,"채무자가 개인회생으로 면책을 받더라도, 채무자의 보증인의 채무는 그 면책의 효력이 미치지 않습니다. 따라서 보증인의 보증채무는 존속하게 됩니다.",기본질문답변
QA_0147,개인회생>개인회생절차의면책>면책의취소>Ⅰ.개인회생면책취소,개인회생절차에서 면책취소신청 기각결정에 대한 불복방법,면책취소신청 기각결정에 대한 불복방법은 민사소송법 제449조 제1항의 특별항고만 가능할 것으로 보입니다.,기본질문답변
QA_0148,개인회생>개인회생절차의면책>면책의취소>Ⅰ.개인회생면책취소,"개인회생절차에서 법원이 이해관계인의 신청에 따라 면책취소 여부를 심리한 다음 면책취소 결정을 한 경우, 그 후 이해관계인이 한 면책취소 신청의 취하가 면책취소 결정에 영향을 미치는 여부",법원이 이해관계인의 신청에 의하여 면책취소 여부를 심리한 다음 면책취소 결정을 하였다면 그 후 이해관계인이 면책취소의 신청을 취하하더라도 그 취하는 면책취소 결정에 영향을 미치지 않습니다.,기본질문답변
QA_0149,개인회생>개인회생절차의면책>면책의취소>Ⅰ.개인회생면책취소,개인회생ㆍ파산 면책확정결정 후 면책취소가 되는 경우가 있습니까?,"면책의 취소에 관해 다음과 같이 규정되어 있습니다. 채무자 회생 및 파산에 관한 법률 제569조 (면책의 취소) ① 채무자가 제650조의 규정에 의한 사기파산으로 유죄의 확정판결을 받은 때에는 법원은 파산채권자의 신청에 의하거나 직권으로 면책취소의 결정을 할 수 있다. 채무자가 부정한 방법으로 면책을 받은 경우 파산채권자가 면책 후 1년 이내에 면책의 취소를 신청한 때에도 또한 같다. ② 제1항의 결정에 대하여는 즉시항고를 할 수 있다. 제650조 (사기파산죄) 채무자가 파산선고의 전후를 불문하고 자기 또는 타인의 이익을 도모하거나 채권자를 해할 목적으로 다음 각 호의 어느 하나에 해당하는 행위를 하고, 그 파산선고가 확정된 때에는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다.  1. 파산재단에 속하는 재산을 은닉 또는 손괴하거나 채권자에게 불이익하게 처분을 하는 행위  2. 파산재단의 부담을 허위로 증가시키는 행위  3. 법률의 규정에 의하여 작성하여야 하는 상업장부를 작성하지 아니하거나, 그 상업장부에 재산의 현황을 알 수 있는 정도의 기재를 하지 아니하거나, 그 상업장부에 부실한 기재를 하거나, 그 상업장부를 은닉 또는 손괴하는 행위  4. 제481조의 규정에 의하여 법원사무관등이 폐쇄한 장부에 변경을 가하거나 이를 은닉 또는 손괴하는 행위",기본질문답변
QA_0150,개인회생>개인회생절차의면책>면책의취소>Ⅰ.개인회생면책취소,면책을 받은 뒤에 숨겨둔 재산이 드러나면 어떻게 되는지 여부,"채무자가 면책을 받은 뒤에 재산을 숨겨둔 것이 밝혀지면 면책이 취소될 수 있고, 사기회생죄로 처벌받을 수 있습니다.",기본질문답변
QA_0151,개인회생>개인회생절차의면책>면책의취소>Ⅰ.개인회생면책취소,채무자가 허위로 개인회생을 신청하여 면책을 받은 경우 채권자는 어떻게 해야 하나요?,"채무자가 면책을 받았다고 하더라도, 기망 그 밖의 부정한 방법으로 면책을 받은 것일 때에는 법원은 이해관계인의 신청에 의하거나 직권으로 면책을 취소할 수 있습니다.이해관계인은 면책결정이 확정된 날로부터 1년 이내에 면책취소신청을 하여야 하지만 법원이 직권으로 취소할 때는 기한의 제한이 없습니다.",기본질문답변
QA_0152,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,개인채무자회생을 신청하여 변제계획에 따른 변제를 완료하였다면 모든 채무가 면책이 되나요?,"☞  개인회생에 따른 변제를 완료한 경우라 할지라도 다음의 청구권은 면책이 되지 않습니다. (채무자 회생 및 파산에 관한 법 제625조 제2항)1. 개인회생채권자목록에 기재되지 않은 청구권2. 조세 등의 청구권3. 벌금. 과료. 형사소송비용. 추징금 및 과태료4. 채무자가 고의로 가한 불법행위로 인한 손해배상5. 채무자가 중대한 과실로 타인의 생명 또는 신체를   침해한 불법행위로 인하여 발생한 손해배상6. 채무자의 근로자의 임금, 퇴직금 및 재해보상금7. 채무자의 근로자의 임치금 및 신원보증금8. 채무자가 양육자 또는 부양의무자로서 부담하여야 할 비용",기본질문답변
QA_0153,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,개인회생 신청을 해서 면책결정을 받은 경우 모든 채권에 대해 면책되나요?,"개인회생 신청을 하여 면책결정을 받더라도, 개인회생채권자목록에 기재되지 아니한 청구권, 조세채권, 벌금, 과료, 형사소송비용, 추징금 및 과태료, 채무자가 고의로 가한 불법행위에 기한 손해배상청구권, 중대한 과실로 타인의 생명 또는 신체를 침해한 불법행위로 인한 손해배상, 채무자의 근로자의 임금·퇴직금 및 재해보상금, 채무자의 근로자의 임치금 및 신원보증금, 양육비 또는 부양료의 경우, 비면책채권에 해당하여 면책되지 않습니다.",기본질문답변
QA_0154,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,개인회생세금·공과금이 있는데 개인회생을 신청하면 그 세금·공과금도 면책받을 수 있나요?,"개인회생제도는 채무자에 대한 세금·공과금 채권을 다음 2가지 면에서 규율하고 있습니다.     국세, 지방세, 지방자치단체 징수금, 관세 및 가산금, 건강보험료, 산업재해보상보험료, 과태료(법원의 재판에 의한 과태료 제외) 등 국세징수법 또는 국세징수의 예에 의하여 징수할 수 있는 채권(일반적인 세금 및 공과금 채권)은 일반의 우선권 있는 개인회생채권으로 분류하여, 변제계획안 작성에 있어서 우선권 있는 개인회생채권의 전액의 변제에 관한 사항을 정하도록 하고 있습니다. 따라서 위에 해당하는 조세·공과금 등은 개인회생에서 가용소득을 통해 우선적으로 모두 변제하는 내용으로 변제계획안을 작성해야 변제계획인가결정이 될 수 있으므로 일반적으로 면책이란 개념을 생각할 수 없습니다.      개인회생절차개시 당시 아직 납부기한이 도래하지 아니한, 원천징수하는 조세, 부가가치세·특별소비세·주세 및 교통세, 특별징수의무자가 징수하여 납부하여야 하는 지방세, 본세의 부과·징수의 예에 따라 부과·징수하는 교육세 및 농어촌특별세는 개인회생재단채권으로 분류하여, 개인회생절차에 의하지 아니하고 채무자가 수시로 변제해야 하며, 개인회생채권보다 먼저 변제해야 하고 수시, 우선변제하지 못하고 남은 조세 등 채권은 채무자가 변제계획을 완료하여 면책을 받더라고 면책의 효력이 미치지 않습니다.    결국 개인회생에 있어서는 조세·공과금 채권을 모두 변제해야 하고, 변제하지 못한 채권이 있더라도 면책받을 수 없게 됩니다.",기본질문답변
QA_0155,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,개인회생을 신청하여 변제계획에 따른 변제를 완료하였다면 모든 채무가 면책이 되나요?,"개인회생에 따른 변제를 완료한 경우라 할지라도 다음의 청구권은 면책이 되지 않습니다.(채무자 회생 및 파산에 관한 법 제625조 제2항) 1. 개인회생채권자목록에 기재되지 않은 청구권2. 조세 등의 청구권3. 벌금,과료,형사소송비용,추징금 및 과태료4. 채무자가 고의로 가한 불법행위로 인한 손해배상5. 채무자가 중대한 과실로 타인의 생명 또는 신체를 침해한 불법행위로 인하여   발생한 손해배상6. 채무자의 근로자의 임금,퇴직금 및 재해보상금7. 채무자의 근로자의 임치금 및 신원보증금8. 채무자가 양육자 또는 부양의무자로서 부담하여야 할 비용",기본질문답변
QA_0156,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,개인회생채권자목록에 기재되지 아니한 청구권에 면책결정의 효력이 미치는지 여부,개인회생채권자목록에 기재되지 아니한 청구권은 변제계획에 의한 변제대상이 될 수 없어 면책결정의 효력이 미치지 않습니다.,기본질문답변
QA_0157,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,고의의 불법행위로 발생한 손해배상채무가 개인회생절차 면책대상에서 제외되는지 여부 ,"채무자가 고의로 불법행위를 저질러 발생한 손해배상채무를 면책 대상에서 제외하고 있는 채무자 회생 및 파산에 관한 법률 제625조 제2항 제4호에 대해 헌법재판소는 “채무자의 재기·갱생을 통한 채권자의 이익 도모와 사회적 차원의 경제적 손실 방지 등의 입법목적을 고려할 때 개인회생절차를 통한 면책을 단순히 재산상 이익의 기대 또는 반사적 이익에 불과하다고 단정할 수는 없다. 이 사건 법률조항은 개인회생절차를 통하여 면책을 받을 권리의 범위를 제한함으로써 채무자의 재산권을 제한한다. 고의에 의한 불법행위의 발생을 방지함과 아울러 이로 인한 피해자에게 현실적인 변제를 받게 하려는 이 사건 법률조항은 입법목적의 정당성과 방법의 적절성이 인정된다. 채무자가 고의로 타인의 재산을 침해한 불법행위의 비난가능성이 고의로 타인의 생명 또는 신체를 침해한 불법행위의 비난가능성보다 반드시 가볍다고 할 수도 없으므로, 타인의 생명 또는 신체를 침해한 불법행위로 인한 손해배상채무에 한정하여 면책되지 않는 채무로 규율하지 아니하였다 하여, 과도하게 채무자의 재산권을 제한하였다고 볼 수도 없다. 따라서 채무자가 고의로 가한 모든 불법행위로 인한 손해배상채무를 면책되지 않는 채무로 규정하였다고 하여 입법재량의 범위를 벗어난 것이라고 할 수 없고, 이로써 달성하려는 공익이 채무자의 제한되는 재산권에 비해 결코 작다고 할 수 없어 법익의 균형성에도 반하지 아니하므로, 이 사건 법률조항은 채무자의 재산권을 침해하지 아니한다. 입법자는 피해자의 사후적인 구제와 손해의 공평·타당한 부담과 분배를 참작하고, 자신의 자유의사와 위험판단에 따라 법률행위를 한 계약관계의 채권자와는 달리 고의로 가한 불법행위로 인한 손해배상청구권의 채권자는 채무자와 무관한 불특정한 피해자가 될 수 있고, 고의에 의한 불법행위라는 반규범적 행위를 억제할 필요성 등을 고려하여, 개인회생절차에 따른 면책결정이 있는 경우에 ‘채무불이행으로 인한 손해배상채무’와 달리 ‘채무자가 고의로 가한 불법행위로 인한 손해배상채무’는 면책되지 아니하는 내용으로 입법한 것으로, 이 사건 법률조항은 그 차별취급에 합리적인 이유가 있으므로 평등원칙에 위배되지 아니한다고 판시하였습니다(헌법재판소 2011.10.25 2009헌바234 결정). 따라서 고의의 불법행위를 저질러 발생한 손해배상채무는 면책 대상에서 제외된다고 할 것입니다.",기본질문답변
QA_0158,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,고의의 불법행위로 발생한 손해배상채무도 개인회생 신청을 하면 면책받을 수 있는가요,고의의 불법행위를 저질러 발생한 손해배상채무는 면책 대상에서 제외된다고 할 것입니다(채무자 회생 및 파산에 관한 법률 제625조 제2항 제4호).,기본질문답변
QA_0159,개인회생>개인회생절차의면책>비면책채권>Ⅰ.개인회생비면책채권,면책되지 않는 채권,개인회생 후 면책결정이 확정되더라도 아래 채권은 면책되지 않습니다.1. 개인회생채권자목록에 기재되지 아니한 청구권 2. 제583조제1항제2호의 규정에 의한 조세 등의 청구권 3. 벌금ㆍ과료ㆍ형사소송비용ㆍ추징금 및 과태료 4. 채무자가 고의로 가한 불법행위로 인한 손해배상 5. 채무자가 중대한 과실로 타인의 생명 또는 신체를 침해한 불법행위로 인하여 발생한 손해배상 6. 채무자의 근로자의 임금ㆍ퇴직금 및 재해보상금 7. 채무자의 근로자의 임치금 및 신원보증금 8. 채무자가 양육자 또는 부양의무자로서 부담하여야 할 비용,기본질문답변
QA_0160,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생 절차에서 변제계획에 따라 변제를 다 하지 못한 경우 면책 여부,채무자가 변제계획에 따른 변제를 완료하지 못하게 된 경우에도 ① 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것 ② 개인회생채권자가 면책결정일까지 변제 받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당 받을 금액보다 적지 아니할 것 ③ 변제계획의 변경이 불가능할 것의 요건을 모두 갖춘 경우 법원은 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있습니다.,기본질문답변
QA_0161,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생에서 채무자가 도중에 변제계획을 지키지 않으면 어떻게 되나요?,"변제계획 수행 도중에 채무자의 실직, 급여의 감소, 생계비의 증가 등으로 인하여 채무자가 변제계획을 지키지 못하는 경우가 생길 수 있습니다. 채무자가 인가된 변제계획을 이행하지 않는 경우에 법원은 이해관계인의 신청에 의하거나 직권으로 개인회생절차폐지결정을 하게 됩니다. 따라서 채무자는 기존의 변제계획에 대하여 사정변경에 의한 변제계획 변경 안을 법원에 제출하여 법원으로부터 인가를 받게 되면 개인회생절차폐지결정을 면할 수 있습니다. 또한 채무자는 다음의 3가지 요건을 모두 갖춘 경우에 한하여 당초의 변제 계획을 지키지 못하였더라도 법원으로부터 면책결정을 받을 수 있습니다.  첫째, 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였어야 합니다. 둘째, 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당 받을 금액보다 적지 않아야 합니다. 셋째, 변제계획의 변경이 불가능한 경우여야 합니다.",기본질문답변
QA_0162,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생을 수행하다가 개인사정으로 변제계획을 다 수행하지 못할 경우 어떻게 되나요?,"채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 다음 3가지의 요건을 모두 충족한 경우 법원은 채무자의 면책신청에 따라 이해관계인의 의견을 들은 후 면책결정을 할 수 있습니다.     ①채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것.     예를 들어 실직이나 급여의 감소 등으로 소득 자체가 감소하는 경우, 본인이나 가족들의 질병, 부상 등으로 인한 의료비 지출, 출산이나 부모의 실직 등에 의한 피부양자의 증가 기타의 사유로 가용소득이 감소하는 경우를 둘 수 있습니다.    ②채인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산을 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것. 즉, 청산가치가 보장될 것.     ③변제계획의 변경이 불가능할 것.",기본질문답변
QA_0163,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생을 신청한 채무자가 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차폐지 결정을 내린 이후에는 특별면책을 신청할 수 있는가요?,"대법원은 개인회생을 신청한 채무자가 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차폐지 결정을 내린 이후에는 특별면책을 신청할 수 없다고 결정하였습니다. 그 이유로 “개인회생절차가 종료한 이후에도 채무자가 개인회생절차에 따른 면책신청을 할 수 있다면 개인회생절차로 말미암은 권리행사의 제한에서 벗어난 개인회생채권자의 지위가 불안정해지고, 개인회생절차 폐지결정이 확정된 후에 채무자가 면책신청을 해 법원이 면책결정 또는 면책불허결정을 해야 한다면 이미 종료한 절차를 다시 종료하거나 폐지결정을 다시 해야 하는 모순이 발생한다”며 “특별면책은 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료하기 전까지만 신청이 가능하다고 봐야한다”고 판단하였습니다(대법원 2012. 7. 12.자 2012마811 결정). 따라서 법원이 인가한 변제계획을 중도에 이행하지 못해 법원이 회생절차 폐지를 결정하였다면 특별면책도 신청할 수 없습니다. ",기본질문답변
QA_0164,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생절차 종료 후 특별 면책 가능여부,"일반적으로 채무자가 변제계획에 따른 변제를 완료하게 되면 개인회생채권에 대하여 면책을 받게 되는데, 변제계획에 따른 변제를 완료하지 못하게 된 경우에도 일정한 요건이 갖추어지면 면책을 받을 수도 있습니다. 채무자 회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 일정한 경우에는 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있다’고 규정하고 있는바, ① 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것 ② 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것 ? 변제계획의 변경이 불가능할 것의 요건을 모두 갖춘 경우에 한하여 변제계획을 완전히 수행하지 못했을 경우에도 법원은 면책의 결정을 할 수 있게 됩니다.채무자가 책임질 수 없는 사유란, 예를 들어 실직이나 급여의 감소 등으로 총소득 자체가 감소하게 되는 경우, 본인이나 가족들의 질병, 부상 등으로 인한 의료비 지출, 출산이나 부모의 실직 등에 의한 피부양자 증가 그 밖의 사유로 가용소득이 감소하는 경우 등을 들 수 있습니다. 이러한 경우 변제계획을 변경하여 수행하도록 하는 방법이 가능하다면 그에 의하도록 할 것이나, 변제계획의 변경도 불가능한 정도의 상황이라면 수행이 불가능한 변제계획의 수행을 계속 강요한다는 것은 무의미할 뿐만 아니라 채무자에 대해 지나치게 가혹한 처사가 될 수도 있기 때문에 법은 이러한 면책 방안을 규정하고 있습니다.다만 채무자 회생 및 파산에 관한 법률 제624조 제2항에 따른 면책은 동법 제624조 제1항의 면책결정이 필수적인 것과는 달리 임의적인 것이기 때문에 채무자는 위에서 열거한 요건들이 모두 충족되었다 할지라도 반드시 면책결정을 받게 되는 것은 아닙니다. 법원은 이러한 요건들이 모두 충족되었다 할지라도 변제계획이 이행된 정도나 기타 제반 사정을 종합적으로 고려하여 면책을 하는 것이 합당하다고 판단될 경우에 면책결정을 하게 됩니다.그리고 개인회생절차 종료 후 면책신청과 관련하여 판례는 “채무자 회생 및 파산에 관한 법률 제621조 제1항은 개인회생절차에서 변제계획인가 후 채무자가 인가된 변제계획을 이행할 수 없음이 명백한 때 등의 사유가 있는 때에는 법원은 개인회생절차를 폐지하여야 한다고 규정하고 있다. 개인회생절차에서 개인회생채권자는 변제계획에 의하지 아니하고는 변제하거나 변제받는 등 이를 소멸하게 하는 행위를 하지 못하는데(동법 제582조), 개인회생채권자는 개인회생절차폐지결정이 확정된 때에는 채무자에 대하여 개인회생채권자표에 기하여 강제집행을 할 수 있어(동법 제603조 제4항) 개인회생채권자가 개인회생절차폐지결정의 확정으로 절차적 구속에서 벗어나는 점 등에 비추어 보면, 개인회생절차폐지결정이 확정된 경우에 개인회생절차는 종료한다고 봄이 타당하다. 채무자 회생 및 파산에 관한 규칙 제96조가 ‘동법 제624조의 면책결정이 확정되면 개인회생절차는 종료한다’고 규정하고 있으나 이는 면책결정이 확정된 경우의 개인회생절차 종료사유에 관한 것이므로 개인회생절차폐지결정이 확정된 경우에도 개인회생절차가 종료한다고 판단하는 데 장애사유가 되지 아니한다.“고 하면서 이와 동시에 ”동법 제624조 제2항 은, 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 채무자가 책임질 수 없는 사유로 인하여 변제계획에 따른 변제를 완료하지 못하였을 것(제1호), 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것(제2호), 변제계획의 변경이 불가능할 것(제3호)의 요건을 모두 충족한 때에는, 법원은 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있다고 규정하고 있다. 그런데 개인회생절차가 종료한 이후채무자에게 파산원인이 있는 경우 채무자는 파산절차를 이용할 수 있는 점, 개인회생절차가 종료한 이후에도 채무자가 개인회생절차에 따른 면책신청을 할 수 있다면 개인회생절차로 말미암은 권리행사의 제한에서 벗어난 개인회생채권자의 지위가 불안정하게 되는 점, 면책결정이나 개인회생절차폐지결정이 확정되면 개인회생절차가 종료하는 점은 앞서 본 바와 같고 면책불허가결정이 확정된 때에는 개인회생절차를 폐지하여야 하는데(동법 제621조 제1항 제1호), 개인회생절차폐지결정이 확정된 후에 채무자가 면책신청을 하여 법원이 면책결정 또는 면책불허가결정을 하여야 한다면, 이미 종료한 절차가 다시 종료하거나 폐지결정을 다시 하여야 하는 모순이 발생하여 법체계에 맞지 않는 점 등에 비추어 보면, 동법 제624조 제2항에 따른 면책은 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료하기 전까지만 그 신청이 가능하다고 봄이 타당하다.“고 하여 동법 제624조 제2항에 따른 면책은 개인회생절차가 계속 진행되고 있음을 전제로 하는바, 개인회생절차가 종료되기 전까지만 신청이 가능하다는 입장입니다.이에 따르면 귀하의 경우 개인회생절차폐지결정이 확정되어 개인회생절차가 종료되었으므로 더 이상 채무자 회생 및 파산에 관한 법률 제624조 제2항에 따른 면책신청을 할 수 없고, 이러한 점에도 불구하고 이루어진 면책신청은 부적법하여 각하됨이 상당할 것으로 보입니다.",기본질문답변
QA_0165,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,개인회생절차가 종료한 후 면책신청을 할 수 있는지 여부,개인회생절차폐지결정이 확정된 경우 개인회생절차가 종료한다 할 것이므로 면책신청도 할 수 없을 것입니다.,기본질문답변
QA_0166,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,채무자가 변제계획안에 따라 변제를 하지 못하여 개인회생절차가 폐지결정 된 경우 면책가능 여부,"채무자 회생 및 파산에 관한 법률 제624조 제2항은 ‘법원은 채무자가 변제계획에 따른 변제를 완료하지 못한 경우에도 일정한 경우에는 이해관계인의 의견을 들은 후 면책의 결정을 할 수 있다’고 규정하고 있는바, ① 채무자가 책임질 수 없는 사유로 인하여 변제를 완료하지 못하였을 것 ② 개인회생채권자가 면책결정일까지 변제받은 금액이 채무자가 파산절차를 신청한 경우 파산절차에서 배당받을 금액보다 적지 아니할 것 ③ 변제계획의 변경이 불가능할 것의 요건을 모두 갖춘 경우에 한하여 변제계획을 완전히 수행하지 못했을 경우에도 법원은 면책의 결정을 할 수 있게 됩니다.",기본질문답변
QA_0167,개인회생>개인회생절차의면책>특별면책>Ⅰ.특별면책,회생절차 폐지 결정 후 특별면책 신청이 가능한지 여부,"채무자가 변제계획에 따른 변제를 완료하지 못하게 된 경우에도 채무자 회생 및 파산에 관한 법률 제624조 제2항에 따라 면책을 신청할 수 있으나, 이는 개인회생절차가 계속 진행하고 있음을 전제로 한 것으로 개인회생절차가 종료되었다면 면책신청이 받아들여지기는 어렵다 할 것입니다.",기본질문답변
QA_0168,개인회생>개인회생절차의인가및변제>변제계획수행(변제)>Ⅰ.변제계획에따른변제,변제개시일,"법은 변제계획인가일로부터 1월 이내에 변재를 개시하도록 규정하고 있으나 이는 변제개시일의 종기를 정한 것으로 해석할 수 있습니다. 이에 따라 지침은 변제계획안의 수행가능성을 소명하기 위하여 변제계획안 제출일로부터 60일 후 90일 이내에 일정한 날을 제1회로 하여 매월 일정한 날에 변제계획안상의 매월 변제액을 회생위원에게 임치할 뜻을 기재할 수 있다고 규정하고 있으며, 실무에서는 위 지침에 따라 변제개시일을 정하도록 하고 있습니다.",기본질문답변
QA_0169,개인회생>개인회생절차의인가및변제>변제계획수행(변제)>Ⅰ.변제계획에따른변제,변제의 수행은 어떻게 하면 되나요?,"○ 변제계획이 인가되면, 채무자는 인가된 변제계획의 내용에 따라 개인회생채권자에게   변제하여야 할 금원을 회생위원에게 임치하여야 하고, 회생위원은 그 임치된 금원을  변제계획 내용대로 각 개인회생채권자에게 지급합니다. 따라서 회생위원이 선임되어 있는 경우에 채무자는 직접 개인회생채권자에게 변제하는 것이 아니라 변제할 금원을 회생위원에게 임치하여야 합니다. ○ 채무자가 회생위원에게 금원을 임치하는 방법은 각 법원별로 지정된 은행에 개설된 회생위원이 관리하는 예금계좌(법원코드, 회생위원번호, 사건번호로 계좌번호가 구성되어 있습니다)에 송금하는 것입니다.",기본질문답변
QA_0170,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,개인회생절차에서 변제계획안 인가 후의 변제계획 변경이 가능한지,"개인회생절차에서 인가 후의 변제계획 변경에 관하여, 채무자ㆍ회생위원 또는 개인회생채권자는 변제계획에 따른 변제가 완료되기 전에는 변제계획 인가 후에 채무자의 소득이나 재산의 변동 등 인가된 변제계획의 변경이 필요한 사유가 발생한 경우에 한하여 변제계획의 변경이 가능할 것입니다.",기본질문답변
QA_0171,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,변제계획 변경,"변제기간동안 소득의 증감이나 생계비 변동 등 당초 인가된 변제계획과 다른 사실관계들이 얼마든지 발생할 수 있습니다. 이에 법은 변제계획 인가결정 이후 채무자가 변제계획에 따른 변제가 완료되기 전에는 채무자, 회생위원 또는 개인회생채권자는 인가된 변제계획의 변경안을 제출할 수 있도록 규정하고 있습니다.",기본질문답변
QA_0172,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,변제기간 중 부동산을 취득한 경우 변제계획 변경안 제출의무,"실무상 채권자가 채무자의 부동산 취득을 원인으로 하여 변제계획변경요청서를 제출한 경우 회생위원은 채무자에게 부동산 취득경위, 부동산 매수자금 조달내역의 소명을 보정 권고합니다. 채무자의 부동산 매수자금이 제3자에 의한 자금으로 취득한 것이 소명된 경우에는 변제계획 변경의무가 있다고 보기 어려울 것이나, 증여로 판단될 경우에는 재산의 증가로 청산가치 보장을 위하여 변제계획의 변경이 필요한 경우가 있을 수 있습니다.",기본질문답변
QA_0173,개인회생>개인회생절차의인가및변제>변제계획의변경>Ⅰ.변제계획의변경,채무자 소유 부동산의 가격상승이 변제계획 변경요건에 해당하는지 여부,변제계획 인가 당시 채무자 소유 부동산의 가격이 적정하게 청산가치에 반영되었고 변제기간 중 그 가격상승이 일반인의 예측가능성 범위 내에 있다면 변제계획 변경요건에는 해당하지 않는다고 사료됩니다.,기본질문답변
